DateTime;Media Temperatura;Low Temperatura;High Temperatura;Media Umidità;Numero di insetti;Nuove catture (per evento)
01/08/2024 00:00;23,77;22,9;24,1;55,79;0;0
01/08/2024 01:00;22,91;22,5;23,8;59,66;0;0
01/08/2024 02:00;23,92;22,6;25;56,23;0;0
01/08/2024 03:00;24,75;24,1;25,1;55,15;0;0
01/08/2024 04:00;24,12;23,7;24,9;59,85;0;0
01/08/2024 05:00;23,77;23,5;24,3;64,53;0;0
01/08/2024 06:00;26,31;24,6;28;59,37;0;0
01/08/2024 07:00;30,05;28,3;31,7;50,42;0;0
01/08/2024 08:00;33,56;32,2;34,7;44,67;0;0
01/08/2024 09:00;35,08;34,7;35,5;43,52;0;0
01/08/2024 10:00;36,7;35,7;37,7;40,75;0;0
01/08/2024 11:00;38,06;37,8;38,2;38,03;0;0
01/08/2024 12:00;38,88;38,5;39,3;34,11;0;0
01/08/2024 13:00;39,35;39;39,7;32,28;0;0
01/08/2024 14:00;39,15;38,6;39,6;32,54;0;0
01/08/2024 15:00;38,05;37,5;38,4;33,83;0;0
01/08/2024 16:00;36,88;35,8;37,4;29,75;0;0
01/08/2024 17:00;34,93;34;35,7;24,81;0;0
01/08/2024 18:00;33,4;32,5;34,3;24,07;0;0
01/08/2024 19:00;31,36;30,7;32,3;26,96;0;0
01/08/2024 20:00;30,04;29,5;30,6;29,53;0;0
01/08/2024 21:00;28,91;28,3;29,5;31,23;0;0
01/08/2024 22:00;26,91;25,5;28,3;57,55;0;0
01/08/2024 23:00;24,98;24;25,6;74,93;0;0
02/08/2024 00:00;23,11;22,6;23,8;83,47;0;0
02/08/2024 01:00;22,34;22,1;22,5;87,76;0;0
02/08/2024 02:00;21,95;21,8;22,2;89,44;0;0
02/08/2024 03:00;21,55;20,9;22;86,34;0;0
02/08/2024 04:00;20,54;20,1;20,9;82,64;0;0
02/08/2024 05:00;21,11;20,5;21,8;85,85;0;0
02/08/2024 06:00;23,51;22;24,9;77,57;0;0
02/08/2024 07:00;26,98;25,1;28,5;67,55;0;0
02/08/2024 08:00;29,85;28,5;31,5;56,52;0;0
02/08/2024 09:00;31,62;31,1;32,5;48,41;0;0
02/08/2024 10:00;33,45;32,7;34,6;43,39;0;0
02/08/2024 11:00;35,09;34;35,7;40,54;0;0
02/08/2024 12:00;36,09;35,4;36,8;39,05;0;0
02/08/2024 13:00;36,79;36,5;37,2;38,38;0;0
02/08/2024 14:00;36,92;36,3;37,3;38,33;0;0
02/08/2024 15:00;33,2;31,6;35,7;49,75;0;0
02/08/2024 16:00;32,72;31,7;33,4;54,33;0;0
02/08/2024 17:00;30,13;29,2;31,7;59,88;0;0
02/08/2024 18:00;28,55;27,6;29,3;64,62;0;0
02/08/2024 19:00;26,83;26,4;27,4;70,55;0;0
02/08/2024 20:00;25,6;25,2;26,3;75,35;0;0
02/08/2024 21:00;24,87;24,5;25,3;76,76;0;0
02/08/2024 22:00;24,42;24,2;24,8;79,93;0;0
02/08/2024 23:00;24,15;23,8;24,5;81,8;0;0
03/08/2024 00:00;24,03;23,7;24,3;83,68;0;0
03/08/2024 01:00;23,68;23,3;23,9;84,87;0;0
03/08/2024 02:00;23,23;23,1;23,3;87,31;0;0
03/08/2024 03:00;22,97;22,8;23,2;88,52;0;0
03/08/2024 04:00;23,08;22,8;23,3;88,19;0;0
03/08/2024 05:00;23,55;23,3;24,3;88,09;0;0
03/08/2024 06:00;25,66;24,5;27,3;79,61;0;0
03/08/2024 07:00;29;27,6;30,3;65,66;0;0
03/08/2024 08:00;30,98;30,2;31,7;58,08;0;0
03/08/2024 09:00;31,29;30,3;32;59,43;0;0
03/08/2024 10:00;29,25;26,7;32,1;57,85;0;0
03/08/2024 11:00;24,24;22,6;26,4;69,8;0;0
03/08/2024 12:00;24,83;24,4;25,6;70,53;0;0
03/08/2024 13:00;26,33;25,5;27,7;66,38;0;0
03/08/2024 14:00;28,59;27,4;30,5;59,36;0;0
03/08/2024 15:00;30,49;29,9;31;50,72;0;0
03/08/2024 16:00;30,77;30,4;31,2;47,95;0;0
03/08/2024 17:00;29,33;27,3;30,5;52,72;0;0
03/08/2024 18:00;25,71;25,3;26,6;63,74;0;0
03/08/2024 19:00;24,64;23,8;25,4;69,1;0;0
03/08/2024 20:00;22,86;22,5;23,6;76,35;0;0
03/08/2024 21:00;21,95;21,5;22,6;82,4;0;0
03/08/2024 22:00;21,26;20,9;21,5;85,95;0;0
03/08/2024 23:00;20,68;20,4;20,9;88,16;0;0
04/08/2024 00:00;20,84;20,5;21;87,31;0;0
04/08/2024 01:00;20,55;19,8;21,1;87,23;0;0
04/08/2024 02:00;19,45;19,3;19,6;91,85;0;0
04/08/2024 03:00;20,03;19,7;20,3;88,32;0;0
04/08/2024 04:00;19,17;19;19,6;91,12;0;0
04/08/2024 05:00;20,18;19,2;20,8;86,57;0;0
04/08/2024 06:00;22,17;20,7;24,1;80,01;0;0
04/08/2024 07:00;25,71;24,5;28,2;66,99;0;0
04/08/2024 08:00;29,93;28,5;31,1;56,24;0;0
04/08/2024 09:00;32,07;31,6;32,7;47,95;0;0
04/08/2024 10:00;33,25;32,3;34;42,16;0;0
04/08/2024 11:00;34,41;34,1;35,1;39,95;0;0
04/08/2024 12:00;34,8;34,5;35,1;39,19;0;0
04/08/2024 13:00;35,24;35;35,4;37,18;0;0
04/08/2024 14:00;35,21;34,6;35,7;36,93;0;0
04/08/2024 15:00;34,08;33,5;34,8;38,94;0;0
04/08/2024 16:00;33,29;32,9;33,5;35,45;0;0
04/08/2024 17:00;31,3;30,7;32,5;38,09;0;0
04/08/2024 18:00;29,08;27,8;30,5;42,76;0;0
04/08/2024 19:00;26,38;25,9;27,5;52,14;0;0
04/08/2024 20:00;24,97;24;25,8;56,98;0;0
04/08/2024 21:00;23,21;22,6;23,8;64,4;0;0
04/08/2024 22:00;21,97;21,7;22,4;70,35;0;0
04/08/2024 23:00;22,15;21,7;22,9;69,63;0;0
05/08/2024 00:00;21,44;21,3;21,8;72,66;0;0
05/08/2024 01:00;20,91;20,7;21,3;75,05;0;0
05/08/2024 02:00;20,75;20,6;20,8;74,76;0;0
05/08/2024 03:00;20,6;20,5;20,7;73,25;0;0
05/08/2024 04:00;20,61;20,3;20,9;70,06;0;0
05/08/2024 05:00;20,15;19,7;20,3;70,48;0;0
05/08/2024 06:00;19,85;19,5;20,2;69,94;0;0
05/08/2024 07:00;19,97;19,8;20,4;70,04;0;0
05/08/2024 08:00;22,7;20,7;24,8;60,24;0;0
05/08/2024 09:00;26,93;25,2;28,9;47,13;0;0
05/08/2024 10:00;31,05;29,4;32,8;41,41;0;0
05/08/2024 11:00;33,71;33,3;34,3;37,89;0;0
05/08/2024 12:00;34,65;34,3;35,3;35,25;0;0
05/08/2024 13:00;35,41;34,9;36;32,66;0;0
05/08/2024 14:00;36,43;36;36,9;30,82;0;0
05/08/2024 15:00;36,67;36,3;37,1;30,63;0;0
05/08/2024 16:00;35,85;35,1;36,6;35,4;0;0
05/08/2024 17:00;34,75;34;35,4;37,75;0;0
05/08/2024 18:00;33,52;33;34,3;39,39;0;0
05/08/2024 19:00;31,92;31,2;32,8;43,23;0;0
05/08/2024 20:00;29,61;28,1;31;50,44;0;0
05/08/2024 21:00;26,99;26,5;27,9;60,68;0;0
05/08/2024 22:00;25,83;25,2;26,4;66,84;0;0
05/08/2024 23:00;24,56;24,2;25,1;72,16;0;0
06/08/2024 00:00;24,16;23,8;24,4;72,69;0;0
06/08/2024 01:00;23,41;23,2;23,6;75,4;0;0
06/08/2024 02:00;22,85;22,6;23;77,29;0;0
06/08/2024 03:00;22,7;22,3;22,9;77,27;0;0
06/08/2024 04:00;21,88;21,8;22,1;80,69;0;0
06/08/2024 05:00;21,52;21,2;21,7;82,23;0;0
06/08/2024 06:00;21,11;21;21,2;84,11;0;0
06/08/2024 07:00;21,59;21,3;22,2;82,19;0;0
06/08/2024 08:00;24,25;22,5;26,3;73,05;0;0
06/08/2024 09:00;28,09;26,5;29,8;59,96;0;0
06/08/2024 10:00;31,5;30,3;33,1;53,04;0;0
06/08/2024 11:00;33,58;33,4;33,7;46,48;0;0
06/08/2024 12:00;34,6;33,7;35,2;44,13;0;0
06/08/2024 13:00;35,71;35,2;36,1;40,35;0;0
06/08/2024 14:00;36,27;35,8;36,9;36,62;0;0
06/08/2024 15:00;36,65;35,9;37,2;36,35;0;0
06/08/2024 16:00;36,03;35,3;36,5;37,48;0;0
06/08/2024 17:00;34,96;33,7;35,4;38,21;0;0
06/08/2024 18:00;32,82;30,8;34,3;41,23;0;0
06/08/2024 19:00;30,13;29,6;30,6;48,47;0;0
06/08/2024 20:00;29,23;28,2;29,7;51,35;0;0
06/08/2024 21:00;27,01;26,5;28;56,68;0;0
06/08/2024 22:00;26,05;25,2;26,9;59,47;0;0
06/08/2024 23:00;24,97;24,7;25,3;64,05;0;0
07/08/2024 00:00;24,03;23,3;24,7;70,34;0;0
07/08/2024 01:00;23,02;22,9;23,3;75,33;0;0
07/08/2024 02:00;23,11;22,9;23,3;74,9;0;0
07/08/2024 03:00;22,78;22,4;23,2;75,56;0;0
07/08/2024 04:00;22,63;22,3;22,9;76,61;0;0
07/08/2024 05:00;22,23;21,8;22,7;78,91;0;0
07/08/2024 06:00;22,07;21,8;22,3;80,26;0;0
07/08/2024 07:00;22,37;22;22,9;80,86;0;0
07/08/2024 08:00;24,62;23,1;26,3;73,15;0;0
07/08/2024 09:00;28,23;26,6;29,7;60,75;0;0
07/08/2024 10:00;31,4;30,1;33,1;50,31;0;0
07/08/2024 11:00;33,88;33,4;34,4;42,66;0;0
07/08/2024 12:00;35,28;34,4;36,5;40,38;0;0
07/08/2024 13:00;36,61;35,4;37,4;37,89;0;0
07/08/2024 14:00;35,15;34,2;36,5;40,25;0;0
07/08/2024 15:00;37,42;36,2;38,1;36,86;0;0
07/08/2024 16:00;33,85;32,8;35,1;43,47;0;0
07/08/2024 17:00;32,13;30,9;34,9;46,82;0;0
07/08/2024 18:00;30,19;29,5;30,8;52,28;0;0
07/08/2024 19:00;28,73;28,2;29,4;57,4;0;0
07/08/2024 20:00;26,86;22,1;28,2;62,71;0;0
07/08/2024 21:00;19,7;19,1;21,4;92,55;0;0
07/08/2024 22:00;19,45;19,3;19,5;98,14;0;0
07/08/2024 23:00;19,3;19,2;19,4;98,51;0;0
08/08/2024 00:00;19,38;19,2;19,7;96,39;0;0
08/08/2024 01:00;19,58;19,1;19,8;92,96;0;0
08/08/2024 02:00;19,06;18,9;19,5;94,7;0;0
08/08/2024 03:00;18,87;18,7;19,4;94,29;0;0
08/08/2024 04:00;18,35;18;18,7;94,76;0;0
08/08/2024 05:00;18;17,8;18,2;94,72;0;0
08/08/2024 06:00;17,86;17,6;18,2;93,22;0;0
08/08/2024 07:00;18,44;18,2;19;88,77;0;0
08/08/2024 08:00;20,92;19,2;23;80,56;0;0
08/08/2024 09:00;24,78;23;26,2;68,1;0;0
08/08/2024 10:00;28,25;26,3;30,4;55,96;0;0
08/08/2024 11:00;30,58;30,3;31;49,12;0;0
08/08/2024 12:00;31,67;31,1;32;45,77;0;0
08/08/2024 13:00;32,47;31,9;33,1;44,34;0;0
08/08/2024 14:00;33,63;33,2;34;42,86;0;0
08/08/2024 15:00;34,32;34;34,9;40,32;0;0
08/08/2024 16:00;34,89;34,6;35,1;38,19;0;0
08/08/2024 17:00;34,64;34,4;35;37,66;0;0
08/08/2024 18:00;34,35;34;34,7;39,06;0;0
08/08/2024 19:00;33,39;32,5;33,9;41,41;0;0
08/08/2024 20:00;30,93;28,6;32,4;47,45;0;0
08/08/2024 21:00;27,06;26,6;28,1;61,48;0;0
08/08/2024 22:00;25,88;25,1;26,6;68,62;0;0
08/08/2024 23:00;24,35;23,8;25;72,66;0;0
09/08/2024 00:00;23,42;23,1;23,6;78,05;0;0
09/08/2024 01:00;22,6;22,2;23,1;80,35;0;0
09/08/2024 02:00;22,02;21,8;22,4;82,28;0;0
09/08/2024 03:00;21,51;21,3;21,7;84,65;0;0
09/08/2024 04:00;21,81;21,3;22,3;81,68;0;0
09/08/2024 05:00;21,58;21;22,1;81,68;0;0
09/08/2024 06:00;21,03;20,5;21,3;84,13;0;0
09/08/2024 07:00;20,82;20,5;21,5;86,63;0;0
09/08/2024 08:00;23,24;21,7;25,1;77,69;0;0
09/08/2024 09:00;27,14;25,5;28;64,58;0;0
09/08/2024 10:00;30,33;28,3;31,8;56,24;0;0
09/08/2024 11:00;32,46;31,8;33,2;48,04;0;0
09/08/2024 12:00;33,92;33,2;34,6;40,98;0;0
09/08/2024 13:00;34,92;34,5;35,4;37,95;0;0
09/08/2024 14:00;36,19;35,1;36,9;32,93;0;0
09/08/2024 15:00;36,92;36,6;37,3;32,35;0;0
09/08/2024 16:00;36,81;36,6;37;33,62;0;0
09/08/2024 17:00;36,16;35,5;36,7;39,16;0;0
09/08/2024 18:00;34,4;33,8;35,3;43,19;0;0
09/08/2024 19:00;32,55;31,8;33,6;45,2;0;0
09/08/2024 20:00;30,41;28,9;31,7;49,54;0;0
09/08/2024 21:00;27,57;26,4;28,7;57,92;0;0
09/08/2024 22:00;25,62;25,3;26,1;65,31;0;0
09/08/2024 23:00;24,89;24,8;25,1;69,48;0;0
10/08/2024 00:00;24,94;24,7;25,4;72,45;0;0
10/08/2024 01:00;24,38;24,1;24,8;74,55;0;0
10/08/2024 02:00;23,9;23,5;24,6;76,61;0;0
10/08/2024 03:00;23,97;23;24,5;74,75;0;0
10/08/2024 04:00;23,15;23;23,3;75,87;0;0
10/08/2024 05:00;22,45;22;23;77,22;0;0
10/08/2024 06:00;22,16;21,9;22,8;77,13;0;0
10/08/2024 07:00;22,27;21,9;23,4;75,85;0;0
10/08/2024 08:00;24,87;23,5;26,3;68,27;0;0
10/08/2024 09:00;28,67;26,7;30,1;58,31;0;0
10/08/2024 10:00;31,79;30,3;32,8;50,96;0;0
10/08/2024 11:00;33,67;32,9;34,5;43,07;0;0
10/08/2024 12:00;35,71;34,8;36,3;37,66;0;0
10/08/2024 13:00;36,35;36,1;36,9;36,77;0;0
10/08/2024 14:00;36,99;36,6;37,3;35,74;0;0
10/08/2024 15:00;37,12;36,9;37,3;35,05;0;0
10/08/2024 16:00;37,4;37,1;37,7;33,72;0;0
10/08/2024 17:00;37,19;36,3;37,7;34,77;0;0
10/08/2024 18:00;35,74;34,8;36,3;39,28;0;0
10/08/2024 19:00;34;32,8;34,9;40,22;0;0
10/08/2024 20:00;31,12;29,5;32,6;46,75;0;0
10/08/2024 21:00;28,45;27,5;29,2;52,76;0;0
10/08/2024 22:00;26,59;26,1;27,2;58,48;0;0
10/08/2024 23:00;25,36;24,7;26;65,84;0;0
11/08/2024 00:00;24,84;24,7;25,1;69,46;0;0
11/08/2024 01:00;24,85;24,6;25,2;69,25;0;0
11/08/2024 02:00;24,38;24;25,2;70,93;0;0
11/08/2024 03:00;24,72;24;25,2;68,77;0;0
11/08/2024 04:00;24,08;23,9;24,2;70,63;0;0
11/08/2024 05:00;23,37;22,8;24,1;72,85;0;0
11/08/2024 06:00;22,59;21,8;23,4;75,78;0;0
11/08/2024 07:00;22,24;21,8;22,6;78,56;0;0
11/08/2024 08:00;24,62;22,8;27;71,78;0;0
11/08/2024 09:00;29,08;27,4;30,7;55,65;0;0
11/08/2024 10:00;32,67;31,1;34,1;42,23;0;0
11/08/2024 11:00;34,57;33,9;35,6;38,52;0;0
11/08/2024 12:00;36,23;35,5;37,2;34,58;0;0
11/08/2024 13:00;37,33;36,9;37,9;30,65;0;0
11/08/2024 14:00;38,05;37,8;38,4;29,35;0;0
11/08/2024 15:00;38,44;38,1;38,8;30,44;0;0
11/08/2024 16:00;38,25;37,7;38,8;30,03;0;0
11/08/2024 17:00;37,65;36,9;38,4;32,2;0;0
11/08/2024 18:00;35,68;34,4;36,8;40,79;0;0
11/08/2024 19:00;33,67;33,2;34,3;40;0;0
11/08/2024 20:00;31,72;30,1;33,2;44,27;0;0
11/08/2024 21:00;28,6;27,5;29,9;53,03;0;0
11/08/2024 22:00;26,95;26,3;27,6;58,6;0;0
11/08/2024 23:00;26,01;25,7;26,3;64,96;0;0
12/08/2024 00:00;25,89;25,7;26;65,47;0;0
12/08/2024 01:00;25,97;25,7;26,3;64,28;0;0
12/08/2024 02:00;25,71;25,2;25,9;64,55;0;0
12/08/2024 03:00;23,75;23;24,9;71,44;0;0
12/08/2024 04:00;22,98;22,8;23,1;74,22;0;0
12/08/2024 05:00;22,84;22,3;23,5;73,78;0;0
12/08/2024 06:00;23,17;22,6;23,6;70,92;0;0
12/08/2024 07:00;22,93;22,5;23,5;71,65;0;0
12/08/2024 08:00;25,15;23,7;27;65,52;0;0
12/08/2024 09:00;29,43;27,5;31,4;53,53;0;0
12/08/2024 10:00;33,35;31,9;34,6;43,17;0;0
12/08/2024 11:00;35,03;34,5;35,3;38,71;0;0
12/08/2024 12:00;36,66;35,6;37,2;34,99;0;0
12/08/2024 13:00;38,06;37,4;38,4;31,27;0;0
12/08/2024 14:00;38,75;38,4;39,1;29,48;0;0
12/08/2024 15:00;39,54;39,2;39,9;28,48;0;0
12/08/2024 16:00;39,82;39,6;40,1;27,94;0;0
12/08/2024 17:00;37,98;36;39,7;30,79;0;0
12/08/2024 18:00;34,98;34,2;35,8;36,1;0;0
12/08/2024 19:00;32,97;32,1;34;40,45;0;0
12/08/2024 20:00;31,18;29,9;31,9;44,35;0;0
12/08/2024 21:00;28,91;27,9;29,8;49,95;0;0
12/08/2024 22:00;27,67;27,4;28;57,14;0;0
12/08/2024 23:00;27,22;26,9;27,5;59,02;0;0
13/08/2024 00:00;26,39;26;26,9;61,02;0;0
13/08/2024 01:00;26;25,9;26,1;61,12;0;0
13/08/2024 02:00;25,93;25,5;26,2;60,76;0;0
13/08/2024 03:00;25,38;25;25,6;62,27;0;0
13/08/2024 04:00;24,45;24,1;24,8;65,45;0;0
13/08/2024 05:00;23,96;23;24,4;67,38;0;0
13/08/2024 06:00;22,84;22,7;23;71,85;0;0
13/08/2024 07:00;23,59;23,3;24;69,05;0;0
13/08/2024 08:00;25,18;23,6;27,4;65,16;0;0
13/08/2024 09:00;29,93;28;31,3;51,43;0;0
13/08/2024 10:00;33,44;31,6;34,8;44,75;0;0
13/08/2024 11:00;35,19;34,6;36,2;41,63;0;0
13/08/2024 12:00;36,88;35,9;37,7;37,45;0;0
13/08/2024 13:00;34,77;34,2;37,2;41,68;0;0
13/08/2024 14:00;37,44;34,6;39,7;35,98;0;0
13/08/2024 15:00;39,27;39;39,4;30,66;0;0
13/08/2024 16:00;37,37;36,7;38,5;34,55;0;0
13/08/2024 17:00;37,34;37;37,8;37,26;0;0
13/08/2024 18:00;34,38;31,1;37,7;39,31;0;0
13/08/2024 19:00;30,14;29,2;31;43;0;0
13/08/2024 20:00;29,16;28,8;29,8;49,48;0;0
13/08/2024 21:00;28,18;26,8;29,1;54,95;0;0
13/08/2024 22:00;26,67;26,3;27,3;61,85;0;0
13/08/2024 23:00;25,32;24,5;26,9;69,65;0;0
14/08/2024 00:00;26,33;26;26,6;58,77;0;0
14/08/2024 01:00;26,52;26,2;26,7;54,74;0;0
14/08/2024 02:00;26,53;26,3;26,9;54,46;0;0
14/08/2024 03:00;26,69;26,6;26,8;54,2;0;0
14/08/2024 04:00;25,38;23,9;26,7;59,29;0;0
14/08/2024 05:00;23,11;22,8;23,5;67,37;0;0
14/08/2024 06:00;22,81;22,6;22,9;69,69;0;0
14/08/2024 07:00;23,35;22,6;24,2;66,57;0;0
14/08/2024 08:00;25,65;24,5;27,4;58,88;0;0
14/08/2024 09:00;29,38;27,8;31,4;51,05;0;0
14/08/2024 10:00;34,05;31,8;36;40,76;0;0
14/08/2024 11:00;35,81;35,2;36,8;35,27;0;0
14/08/2024 12:00;37,55;37;37,9;32,35;0;0
14/08/2024 13:00;38,38;38;39;32,12;0;0
14/08/2024 14:00;39,05;38,6;39,6;30,45;0;0
14/08/2024 15:00;37,18;35,9;39,3;32,06;0;0
14/08/2024 16:00;35,83;33,3;38,1;36,1;0;0
14/08/2024 17:00;28,15;25,6;32,7;71,42;0;0
14/08/2024 18:00;28,21;27,2;29,7;69,42;0;0
14/08/2024 19:00;26,67;26,5;27,1;65,34;0;0
14/08/2024 20:00;27,14;26,8;27,3;63,31;0;0
14/08/2024 21:00;26,21;25,7;26,6;63,74;0;0
14/08/2024 22:00;25,41;24,5;25,9;62,69;0;0
14/08/2024 23:00;24,17;24;24,3;66,1;0;0
15/08/2024 00:00;24,5;24,2;24,8;62,48;0;0
15/08/2024 01:00;23,69;23,4;24;68,68;0;0
15/08/2024 02:00;23,05;22,6;23,3;74,24;0;0
15/08/2024 03:00;21,88;21,5;22,4;81,88;0;0
15/08/2024 04:00;21,63;21,5;21,8;83,44;0;0
15/08/2024 05:00;21,3;21,1;21,5;85,04;0;0
15/08/2024 06:00;20,89;20,5;21,5;86,94;0;0
15/08/2024 07:00;21,26;20,6;21,9;85,95;0;0
15/08/2024 08:00;23,35;22;25;78,93;0;0
15/08/2024 09:00;26,98;25,3;28,4;64,83;0;0
15/08/2024 10:00;29,67;28,8;30,5;54,75;0;0
15/08/2024 11:00;31,37;30,5;32,1;49,09;0;0
15/08/2024 12:00;33,22;32,5;33,8;44,58;0;0
15/08/2024 13:00;33,89;33,6;34,2;43,8;0;0
15/08/2024 14:00;33,35;33,1;33,7;45,21;0;0
15/08/2024 15:00;32,97;32,4;33,5;44,86;0;0
15/08/2024 16:00;31,34;30,9;32,1;49,06;0;0
15/08/2024 17:00;30,52;30,2;30,8;50,79;0;0
15/08/2024 18:00;29,42;28,9;30,2;52,29;0;0
15/08/2024 19:00;28,62;28,2;28,9;54,29;0;0
15/08/2024 20:00;27,37;26,9;28,1;56,39;0;0
15/08/2024 21:00;25,88;25,5;26,7;61,02;0;0
15/08/2024 22:00;25,17;24,8;25,5;66,17;0;0
15/08/2024 23:00;25,19;24,8;25,3;68,14;0;0
16/08/2024 00:00;24,96;24,7;25,2;70,95;0;0
16/08/2024 01:00;24,95;24,8;25,1;71,5;0;0
16/08/2024 02:00;24,25;24;24,7;74,12;0;0
16/08/2024 03:00;24,11;23,8;24,4;75,34;0;0
16/08/2024 04:00;22,91;22,5;23,6;80,85;0;0
16/08/2024 05:00;22,73;22;23,2;81,85;0;0
16/08/2024 06:00;21,94;21,9;22;85,54;0;0
16/08/2024 07:00;22,05;21,9;22,5;85,7;0;0
16/08/2024 08:00;23,95;22,7;25,6;79,18;0;0
16/08/2024 09:00;27,92;25,9;29,4;64,18;0;0
16/08/2024 10:00;30,45;29,4;31,2;54,29;0;0
16/08/2024 11:00;32;31,4;32,5;49,55;0;0
16/08/2024 12:00;32,15;31,9;32,6;48,74;0;0
16/08/2024 13:00;32,61;32,1;34,2;47,16;1;1
16/08/2024 14:00;34,8;34;35,7;42,64;1;1
16/08/2024 15:00;35,48;34,8;36,1;40,97;1;1
16/08/2024 16:00;36,46;35,9;37;39,14;1;1
16/08/2024 17:00;35,02;31,5;36,5;41,2;1;1
16/08/2024 18:00;31,33;30,1;32,7;47,85;1;1
16/08/2024 19:00;31,77;30;32,8;50,04;1;1
16/08/2024 20:00;28,78;27,9;29,6;55,76;1;1
16/08/2024 21:00;27,31;27;27,7;53,68;1;1
16/08/2024 22:00;26,42;26;27;64,26;1;1
16/08/2024 23:00;25,75;25,3;26;67,61;1;1
17/08/2024 00:00;24,96;24,5;25,2;71,49;1;1
17/08/2024 01:00;24,62;24;25,5;69,9;1;1
17/08/2024 02:00;24,87;24,2;25,5;64,85;1;1
17/08/2024 03:00;24,69;23,9;25,2;62,05;1;1
17/08/2024 04:00;24,1;24;24,3;64,46;1;1
17/08/2024 05:00;23,95;23,8;24,1;65,71;1;1
17/08/2024 06:00;23,8;23,6;24;67,67;1;1
17/08/2024 07:00;23,64;23,5;24,1;70,19;1;1
17/08/2024 08:00;25,4;24,2;26,9;64,06;1;1
17/08/2024 09:00;28,85;27,4;30,2;53,49;1;1
17/08/2024 10:00;32,55;30,5;34,1;43,46;1;1
17/08/2024 11:00;33,95;33,5;34,7;39,24;1;1
17/08/2024 12:00;35,51;34,7;36,1;36,82;2;1
17/08/2024 13:00;35,82;34,5;36,6;34,52;2;1
17/08/2024 14:00;33,49;32,7;34,3;39,58;2;1
17/08/2024 15:00;34,54;33,1;35,7;37,03;2;1
17/08/2024 16:00;29,38;21,7;33,4;53,32;2;1
17/08/2024 17:00;20,88;20,5;22;95,8;2;1
17/08/2024 18:00;24,15;22,3;25,4;93,45;2;1
17/08/2024 19:00;24,8;24,5;25,1;91,04;2;1
17/08/2024 20:00;23,81;22,7;24,6;94,31;2;1
17/08/2024 21:00;22,09;21,6;22,5;95,42;2;1
17/08/2024 22:00;21,84;21,4;22,3;88,99;2;1
17/08/2024 23:00;22,14;21,6;22,8;83,72;2;1
18/08/2024 00:00;23,21;22,5;24;77,9;2;1
18/08/2024 01:00;23,39;22,8;23,8;75;2;1
18/08/2024 02:00;23,45;23,2;23,7;73,68;2;1
18/08/2024 03:00;23,05;22,9;23,2;75,25;2;1
18/08/2024 04:00;22,62;22,3;23;79,09;2;1
18/08/2024 05:00;23,02;22,8;23,2;76,85;2;1
18/08/2024 06:00;22,5;22;22,8;76,91;2;1
18/08/2024 07:00;22,38;21,8;23,2;76,88;1;1
18/08/2024 08:00;24,47;23,3;26,1;70,95;1;1
18/08/2024 09:00;26,72;26,2;27,4;61,48;1;1
